hour,bus_id,net_downward_longwave_flux_W/m^2,temperature_2m_K,wind_u_93m_m/s,wind_v_93m_m/s,wind_speed_93m_m/s
1,1,15.9873,281.975,-6.62168,-1.44008,6.776464891726364
2,1,20.5596,281.821,-5.44096,-3.90935,6.699780828064452
3,1,21.4678,281.21,-7.20475,-5.38939,8.997441143714138
4,1,20.6484,280.072,-9.06837,-2.93844,9.532563353605367
5,1,31.8223,280.465,-9.09981,-4.52813,10.1641774548165
6,1,33.9385,280.318,-11.835,-4.62314,12.705929657431604
7,1,,280.364,-9.98152,-1.11793,10.043928962079532
8,1,14.772,280.123,-7.11013,0.754307,7.150029906731089
9,1,32.4648,280.239,-5.34971,2.02509,5.720173650528452
10,1,57.7011,279.743,-6.35824,-0.271736,6.364044024933832
11,1,138.446,280.591,-4.22182,1.39633,4.446740557003523
12,1,125.128,280.192,-1.92784,1.62944,2.524211120172003
13,1,106.613,280.115,-3.41639,0.874304,3.526489489069264
14,1,109.852,280.323,-4.66195,-0.634412,4.704918318976856
15,1,97.8207,279.841,-4.75622,1.92588,5.131339246512551
16,1,72.7587,279.475,-4.74919,3.59993,5.959387691785121
17,1,36.9567,279.471,-7.45568,2.83025,7.974802776551907
18,1,10.8331,279.358,-10.5721,2.0561,10.770183174858262
19,1,,279.23,-5.28432,2.67295,5.9218831096957665
20,1,0.0,278.892,-9.32106,2.328,9.607379638777681
21,1,26.6895,278.864,-8.91135,-0.875465,8.954250263909593
22,1,25.957,278.613,-7.90941,0.871621,7.957291606805735
23,1,25.2441,278.234,-9.14455,1.06708,9.206598417922876
24,1,24.8711,278.359,-6.62814,2.49828,7.083335571466313
1,2,20.0869,282.448,-0.588479,-3.00844,3.0654557193084684
2,2,25.4414,282.13,-1.14799,-2.77556,3.0036002320049184
3,2,28.167,282.036,-3.3942,-5.4597,6.428757090604684
4,2,29.9297,281.287,-1.36037,-4.02193,4.245765827480362
5,2,31.3721,281.061,-4.47481,-4.96221,6.681874932995978
6,2,33.0283,280.859,-6.65137,-5.29209,8.499819965446328
7,2,1.95703,280.795,-2.16609,-4.75465,5.224810284651491
8,2,63.4517,281.395,-1.97732,-5.20761,5.57036769832118
9,2,193.223,282.697,-2.71104,-5.01104,5.697390610024909
10,2,348.404,284.185,-5.27133,-5.00709,7.270341823944731
11,2,538.821,285.709,-6.61928,-3.64517,7.556595268194532
12,2,515.347,286.407,-6.23838,-4.56831,7.732195113969901
13,2,545.285,286.77,-7.66639,-4.4382,8.858394599028653
14,2,554.07,286.77,-8.49398,-5.17982,9.948780401275325
15,2,432.18,286.209,-7.65563,-5.8959,9.662831236594169
16,2,277.399,284.766,-7.85759,-6.51384,10.206460314609565
17,2,137.199,283.27,-10.1207,-5.75764,11.643839008660331
18,2,35.505,282.395,-6.54031,-5.0186,8.243906892735993
19,2,3.03516,281.398,-6.07338,-4.26699,7.422475886420918
20,2,0.0,280.673,-6.55446,-4.60169,8.008526502903015
21,2,28.7354,280.338,-4.98361,-4.37205,6.62956935513914
22,2,27.7275,280.313,-4.77269,-4.62984,6.649359988878628
23,2,27.25,280.003,-5.7256,-4.31182,7.167585860832083
24,2,27.3037,279.85,-3.82247,-2.56031,4.600702576455035
1,3,8.59668,281.207,,-4.78237,4.78237
2,3,11.9922,280.468,-6.13237,-3.71355,7.169129334821628
3,3,14.127,279.91,-5.74674,-1.28685,5.889057950988426
4,3,18.0684,279.707,-8.084,-3.51998,8.817103560716523
5,3,23.5977,279.716,-10.1008,-2.00908,10.298668024866128
6,3,28.4453,279.036,-11.0547,-1.97422,11.229600914475991
7,3,,278.789,-9.2071,-1.17848,9.282214472872301
8,3,12.5611,278.787,-5.9783,1.08146,6.075329342644726
9,3,30.8711,278.471,-6.13584,-1.08623,6.231246112817243
10,3,52.0292,278.163,-6.10727,-1.14527,6.213725953548321
11,3,83.4933,278.276,-5.83901,-2.27115,6.2651544356544
12,3,98.3937,278.28,-5.83213,-1.49995,6.0219257998915925
13,3,107.816,278.396,-4.58045,-2.38058,5.162139414903476
14,3,68.3204,277.965,-5.92562,-1.30629,6.067896336334364
15,3,55.555,277.843,-6.12731,1.21445,6.246504353524457
16,3,43.7587,277.901,-8.58659,-1.05485,8.651140754293621
17,3,26.3629,277.84,-8.76184,-1.70246,8.925705027458614
18,3,8.26669,277.962,-10.5857,-2.41216,10.857051181402802
19,3,,277.585,-10.6984,-1.06289,10.751069607815772
20,3,0.0,277.771,-8.98513,-0.996712,9.040243134332394
21,3,23.0664,277.407,-9.28146,1.79055,9.452595888648789
22,3,22.7646,277.035,-8.05297,-2.47701,8.425313309367196
23,3,21.5225,276.907,-9.26662,,9.26662
24,3,20.7695,276.965,-8.06661,,8.06661
1,4,8.4082,281.317,,-1.70766,1.70766
2,4,14.2559,280.883,-4.83061,-2.2741,5.339131369623715
3,4,13.5332,281.411,-5.06998,-0.841049,5.139266545023813
4,4,16.0605,280.948,-8.44337,-0.734823,8.47528535202379
5,4,23.0918,280.333,-9.46212,-0.222462,9.464734768383318
6,4,27.4736,279.665,-10.0693,0.92178,10.11140350586406
7,4,,280.068,-6.46394,-1.4402,6.622438853141643
8,4,12.3892,279.941,-6.32498,0.814854,6.3772532521232055
9,4,36.0898,279.571,-6.33311,-1.87432,6.604646677491536
10,4,54.1855,279.447,-5.50375,-1.65553,5.747351010978885
11,4,83.9621,279.572,-6.19155,-2.60269,6.716344737921067
12,4,95.6906,279.838,-5.28233,-1.45356,5.478672001726331
13,4,112.55,279.654,-4.20155,0.857702,4.288201851977586
14,4,82.1797,279.66,-6.33187,0.776233,6.379272322701783
15,4,70.555,278.983,-7.33142,-0.310937,7.338010700071853
16,4,52.7431,279.031,-6.27507,0.239093,6.279623314144648
17,4,31.8629,278.858,-9.87023,-1.43879,9.97454544914203
18,4,10.4542,278.981,-11.2459,-0.184132,11.247407319174673
19,4,,278.816,-8.3478,-0.712304,8.378134746374995
20,4,0.0,278.695,-8.84743,-1.85706,9.04022618348125
21,4,23.0664,278.446,-9.20627,-0.149879,9.207489941756169
22,4,21.8848,278.285,-9.46019,-2.37545,9.753868849774433
23,4,21.3438,278.072,-8.53127,-1.27667,8.62626536235699
24,4,20.6777,278.193,-8.26583,-1.53492,8.407135362018384
1,5,19.3691,281.84,1.87929,-1.05288,2.154132586100493
2,5,23.4268,280.502,0.399861,-5.3698,5.384667200423904
3,5,28.6768,280.063,4.23568,-3.10472,5.251692235917867
4,5,30.8838,280.246,2.60057,-1.83834,3.1847226379231204
5,5,29.0605,280.089,2.69609,-5.1917,5.85001283572096
6,5,32.2246,279.47,2.43066,-3.03525,3.8885537926200793
7,5,2.91797,280.245,-9.93464,1.22582,10.009980349730963
8,5,17.9204,280.243,-9.31131,-0.818935,9.347253524449041
9,5,34.707,278.737,-10.6856,-3.57451,11.267615945713628
10,5,73.7167,279.513,-5.50082,-0.64576,5.538594284653824
11,5,97.6027,279.054,-4.63295,-0.980135,4.735492616478775
12,5,123.409,278.858,-3.09092,-3.11567,4.388756771034367
13,5,111.8,278.888,-4.96424,-2.37814,5.504473511354197
14,5,109.133,278.887,-5.2557,-3.31898,6.215948095857944
15,5,88.3207,278.769,-3.34069,-2.7084,4.300655791399726
16,5,52.6337,278.928,-8.19939,-0.327802,8.205939953674045
17,5,34.6442,278.74,-10.3888,0.568047,10.404318470433754
18,5,13.1417,278.616,-6.63895,-2.84722,7.2237330259984
19,5,0.962891,279.151,-8.70424,2.37363,9.022079214599039
20,5,0.0,279.459,-10.3201,3.54919,10.91335024940096
21,5,28.416,278.804,-9.31564,4.65237,10.412765973865927
22,5,27.5381,279.505,-5.32152,3.02885,6.123112560854977
23,5,26.9971,279.526,-7.41115,4.06708,8.453773361576475
24,5,26.7227,278.883,-4.55392,4.97094,6.741545212338192
1,6,20.7832,279.329,-2.78574,2.70347,3.881893531319477
2,6,24.7529,279.009,-4.51811,-1.00017,4.627489384212566
3,6,29.7979,278.562,-1.62955,-1.10765,1.970360810866883
4,6,30.6436,277.937,-2.44826,-6.79098,7.218821675869269
5,6,29.833,277.326,-5.80294,-1.65557,6.034486280413603
6,6,32.8467,277.057,-1.1211,-1.33603,1.7440875467991852
7,6,1.56445,276.797,-6.91316,-0.701914,6.948702357202819
8,6,74.2798,277.789,-4.0242,0.932041,4.1307246417161485
9,6,204.152,279.037,-4.10166,0.545603,4.1377889493313935
10,6,362.014,279.999,-6.76547,-0.45826,6.780972389598707
11,6,457.056,280.185,-7.96401,0.0184002,7.964031256057452
12,6,589.769,281.232,-7.57823,0.142628,7.579572064390179
13,6,648.753,281.672,-7.81678,-1.1379,7.899168689071021
14,6,606.492,281.482,-8.25961,-2.22474,8.553983014929361
15,6,497.946,280.796,-8.02673,1.08311,8.09947663525243
16,6,346.04,279.809,-7.23015,-4.7155,8.631975977289324
17,6,192.347,278.722,-6.35851,-1.73713,6.591530175687584
18,6,55.3409,277.507,-3.34842,-1.89116,3.8455692221048365
19,6,4.80469,276.6,-2.28627,-1.49648,2.732486578795951
20,6,0.0,276.21,-2.53298,0.0247726,2.533101135389339
21,6,28.583,276.327,-4.19748,-0.467751,4.223461773048384
22,6,28.0039,275.905,-2.1018,-5.74947,6.1215985266023445
23,6,27.2861,275.665,-2.86134,-1.06427,3.052857223733203
24,6,27.0713,275.905,-4.23849,0.684805,4.293454945393627
1,7,17.6084,281.498,-8.01817,-2.0392,8.273414457701247
2,7,22.25,281.35,0.701619,-5.47429,5.519068782436127
3,7,27.9453,279.999,0.546229,-3.9265,3.9643118407159896
4,7,28.7031,279.274,2.28319,-3.74166,4.383260901623356
5,7,29.1035,279.75,-0.124226,0.83662,0.8457926007455965
6,7,31.7861,279.075,-7.02735,0.477932,7.043583393353415
7,7,2.94141,279.0,0.889576,1.56469,1.799888956540375
8,7,13.0532,279.426,-5.94021,-1.05624,6.033385267136519
9,7,27.8867,279.177,-4.2335,-1.47588,4.483385330796362
10,7,54.9824,278.45,-5.39145,-3.21754,6.278558493324722
11,7,80.9777,278.276,-1.10561,-4.56754,4.699446257134983
12,7,123.753,278.426,1.56631,-1.08052,1.9028532488082206
13,7,132.957,278.7,-0.986704,-1.00167,1.4060325645290013
14,7,99.7579,278.701,-0.757652,-2.98256,3.077287881675031
15,7,77.68,278.675,-1.21325,,1.21325
16,7,60.04,279.05,-2.08806,1.3304,2.475875344923488
17,7,37.3239,278.6,-7.86242,-0.0916214,7.862953817576316
18,7,12.7276,278.651,-3.70242,0.956493,3.8239760348947014
19,7,1.07031,278.301,-5.43178,0.782813,5.487898519594636
20,7,0.0,278.301,-6.1277,2.59557,6.654749500537191
21,7,29.1172,277.801,-6.11057,0.580589,6.138090037774047
22,7,27.9941,277.801,-3.21703,2.38578,4.00515021307566
23,7,27.4209,277.676,-5.49416,3.55341,6.543127442874699
24,7,27.1377,277.676,-4.22775,4.12475,5.906558441681586
1,8,11.3281,281.922,-0.358987,-2.11245,2.1427357906818565
2,8,13.6816,281.566,0.329549,-2.3449,2.3679439506460027
3,8,18.7373,280.917,-0.02213,-2.73021,2.730299687030711
4,8,20.6992,280.504,-0.604506,-4.35738,4.399112179569419
5,8,20.1455,280.538,-1.47872,-4.76445,4.988646774517114
6,8,16.7666,280.333,-0.967775,-4.7081,4.806536597241823
7,8,2.82812,280.333,-4.02839,-4.64332,6.1472226748752155
8,8,54.7564,280.995,-5.12967,-4.35116,6.726522701552415
9,8,126.504,282.074,-5.76182,1.55342,5.9675525476362585
10,8,243.06,283.539,-5.72055,-1.00513,5.8081820408282665
11,8,373.743,284.591,-5.42592,-0.281893,5.4332376636632596
12,8,159.019,284.287,-2.49327,2.14946,3.291895135708305
13,8,110.144,283.693,-4.28553,-1.45822,4.526828133395391
14,8,130.367,282.572,-6.49105,-3.56459,7.405405591228613
15,8,85.6175,282.832,-3.47155,-0.571679,3.5183058823162323
16,8,46.5244,282.229,-7.06364,3.49691,7.88183922683659
17,8,27.4489,281.676,-8.35607,3.31853,8.990914703510429
18,8,15.2393,281.436,-4.13455,-0.894581,4.230222082593419
19,8,0.976562,280.876,-4.91811,4.86582,6.918382053955969
20,8,0.0,280.073,-10.1677,-0.229134,10.170281494627178
21,8,23.9893,279.479,-3.36349,2.21389,4.02670757719008
22,8,23.8193,278.926,-2.40746,-1.69576,2.944735239236288
23,8,22.3652,278.251,-5.66798,0.70673,5.711870496895041
24,8,23.1582,278.05,-2.84982,-1.6399,3.2879698968208326
1,9,14.3545,282.61,-3.94883,-2.40493,4.623521025560498
2,9,20.2988,282.486,1.54342,-3.86248,4.159434702793157
3,9,23.9873,281.609,-4.00553,-2.96947,4.986183175716672
4,9,28.1768,280.893,-0.124038,-1.58736,1.592198855370773
5,9,24.1143,280.858,-0.678913,-3.39336,3.4606090433865826
6,9,25.6152,280.573,-0.98926,-4.1041,4.221643300611742
7,9,2.4668,280.133,-1.24421,-2.3484,2.657638253054768
8,9,67.2251,280.957,-1.20584,-2.40683,2.6920031119038477
9,9,165.848,282.209,-0.0616226,-3.08037,3.080986316381616
10,9,269.826,284.137,-0.536953,-2.95875,3.0070783306573508
11,9,446.743,285.536,-0.794085,-3.9982,4.076294178199729
12,9,512.222,286.385,-0.870218,1.52007,1.751539943142605
13,9,218.394,286.137,-4.62342,3.38846,5.732161343507351
14,9,162.633,285.733,-5.72347,3.90123,6.926593993717258
15,9,188.477,285.51,-5.61169,3.0582,6.390903840310852
16,9,98.7587,284.67,-10.0324,3.27767,10.55424892585446
17,9,42.9254,283.512,-7.17932,3.70574,8.079303473072416
18,9,19.0323,282.787,-9.94266,1.38423,10.038554705160498
19,9,2.06445,282.048,-3.24135,1.00498,3.39357254569576
20,9,0.0,281.387,-7.63649,-0.937141,7.6937775360339735
21,9,25.835,280.929,-1.1467,1.4468,1.8461178537677383
22,9,24.8242,280.671,-4.44359,0.038125,4.443753548940918
23,9,24.5264,280.065,-5.94435,2.71991,6.537064121652778
24,9,24.6885,279.524,-2.99337,1.07348,3.180035104727619
1,10,21.5645,279.204,4.31972,-2.00942,4.764215529843292
2,10,27.4277,279.026,-2.00053,-5.88738,6.2179870975501395
3,10,31.4678,278.57,-4.71256,-6.27806,7.849984657131503
4,10,32.1436,278.037,-6.14552,-8.04635,10.124779720709977
5,10,31.5391,277.651,-8.11739,-8.05547,11.436022793480259
6,10,34.457,277.411,-4.57227,-8.85605,9.966708310941982
7,10,1.85547,277.312,-5.34773,-7.97437,9.601499520897764
8,10,48.3579,277.813,-6.20193,-7.91952,10.058962807133746
9,10,175.355,278.649,-5.77354,-7.08428,9.138970798180722
10,10,349.639,278.889,-6.6102,-8.89137,11.079314262033549
11,10,519.478,278.97,-6.87221,-9.2731,11.541995230206085
12,10,651.034,279.66,-7.01866,-1.52339,7.182082238995875
13,10,672.441,280.424,-7.64198,0.0935421,7.6425524823106326
14,10,630.414,279.833,-8.368,-3.20033,8.959103532658835
15,10,505.586,278.698,-7.35485,,7.35485
16,10,339.509,277.904,-6.74821,2.97103,7.373286747780803
17,10,180.441,277.17,-8.01672,-9.14484,12.161245749675482
18,10,54.0987,276.073,-6.60281,-9.68364,11.720494168152637
19,10,4.07227,275.812,-5.85365,-8.87246,10.629476222942502
20,10,0.0,275.562,-6.15114,-8.94593,10.856619495243443
21,10,30.1191,275.672,-5.27072,-8.57029,10.061329932096452
22,10,29.1494,275.797,-5.24144,-7.70943,9.322446256133633
23,10,28.3877,275.662,-5.58302,-7.66388,9.48183362935672
24,10,28.0527,275.677,-5.85763,-0.251719,5.86303604558773
1,11,10.2432,280.501,,-4.14321,4.14321
2,11,10.8965,280.283,-3.45365,-4.35418,5.557569774181878
3,11,17.54,279.686,-5.51041,-3.50951,6.533091060761361
4,11,21.6953,279.028,-5.31154,-3.7441,6.498518445122703
5,11,26.1309,278.49,-8.02559,-5.78057,9.890656417700495
6,11,26.7783,278.485,-6.02832,-5.46689,8.138029755075856
7,11,,278.284,-5.01863,-5.36402,7.345703345310101
8,11,55.4361,278.774,-5.51736,-5.11874,7.526138489105818
9,11,156.246,279.567,-5.99912,-5.31084,8.012144674180565
10,11,259.842,280.399,-5.30355,-4.30103,6.828360100595164
11,11,383.712,281.426,-5.87319,-0.574373,5.901208784582105
12,11,483.159,281.557,-8.72666,-0.510204,8.741561809952271
13,11,263.628,280.741,-6.17811,-4.99288,7.943418273419826
14,11,167.242,280.214,-6.1014,-4.38539,7.513902275921613
15,11,150.118,279.975,-5.10729,-3.67275,6.290747468035893
16,11,87.915,278.965,-8.02165,-4.62028,9.257097601348923
17,11,57.6286,278.562,-6.53674,-3.68732,7.505018228492187
18,11,17.2003,278.056,-7.35135,-4.23394,8.483430600063867
19,11,1.33594,277.632,-4.24233,-3.67031,5.609682640310413
20,11,0.0,277.464,-4.67458,0.914909,4.763271633518395
21,11,23.2246,277.252,-4.35959,-4.51463,6.27597872885178
22,11,23.04,276.958,-4.47777,-4.84273,6.595639318959156
23,11,22.3975,276.637,-5.13966,-2.93487,5.918578109014023
24,11,22.3799,276.143,-4.2629,-5.44703,6.916823854262879
1,12,22.9844,280.204,-1.09629,-1.82192,2.1263217655143354
2,12,26.7383,280.094,-0.489787,-3.83074,3.861924423518539
3,12,29.7461,279.717,-0.638341,-3.61253,3.668494545884047
4,12,28.8047,279.452,-0.108413,-5.0649,5.066060144586619
5,12,28.2988,279.156,-1.8879,-4.79033,5.148924928458367
6,12,32.4551,278.767,-1.25879,-4.87314,5.033095044175105
7,12,2.23242,278.27,-1.878,-3.8152,4.252368168444496
8,12,77.3657,279.064,-2.1492,-5.16562,5.594880751579965
9,12,242.207,280.8,-2.0499,-4.86748,5.2815198153940495
10,12,423.951,283.252,-3.24203,-3.594,4.840206041161885
11,12,528.65,285.097,-1.48647,0.61801,1.6098227918003896
12,12,614.534,286.545,-3.80479,2.17827,4.3842088382055895
13,12,651.519,287.096,-2.28553,-3.42111,4.114321452317502
14,12,533.539,287.296,-4.60824,-5.57582,7.233646699279694
15,12,425.664,287.171,-3.73376,-6.22207,7.256384693668053
16,12,294.977,286.572,-4.63835,1.97884,5.042826436444149
17,12,179.425,284.965,-6.01721,2.43475,6.491134241917972
18,12,78.8722,283.262,-4.2532,-3.59282,5.567590663150444
19,12,9.94922,281.11,-3.33412,-5.5165,6.445783771148393
20,12,0.0,279.985,-3.79958,3.03307,4.861720045549723
21,12,28.7236,279.143,-2.60861,-5.62351,6.199089518001817
22,12,28.4092,278.423,-2.47289,4.65336,5.269624677498388
23,12,28.0059,278.047,-3.52345,-5.64972,6.6583808828348054
24,12,27.7422,277.814,-1.83712,-5.96461,6.241120279765485
1,13,8.74219,276.988,-3.72129,-0.892231,3.826757821114501
2,13,9.31836,276.611,1.05904,-2.48601,2.702186418754265
3,13,17.6465,276.383,0.804042,-1.9807,2.1376753794166223
4,13,18.1787,276.178,-0.896499,-2.19674,2.372630836139706
5,13,18.6289,275.931,-0.173054,-1.4915,1.5015058897373663
6,13,20.1855,275.881,-0.383791,-0.879978,0.9600295892132701
7,13,,275.785,-0.456127,-0.27125,0.5306867273910287
8,13,13.7642,275.834,-1.46463,-1.44296,2.056033705584614
9,13,42.2617,275.68,-2.75401,-1.22881,3.0157163487635903
10,13,88.7636,275.51,-2.41977,-3.58033,4.3213481417030035
11,13,143.071,275.811,-3.17787,-3.62125,4.817915451665793
12,13,149.159,275.558,-2.76866,-2.51313,3.739157738381733
13,13,114.847,275.136,-2.54139,-3.03781,3.960675791856738
14,13,108.945,275.056,-3.27132,-2.23549,3.9621900613801957
15,13,99.055,274.803,-4.03112,-0.924706,4.135820310511083
16,13,57.0869,274.431,-5.1154,-0.914227,5.196453422049408
17,13,30.2848,274.308,-4.17785,0.472832,4.2045214617984765
18,13,11.5753,273.851,-9.49832,-1.34429,9.592976515477352
19,13,0.765625,273.803,-10.8859,-1.37783,10.97274962436034
20,13,0.0,273.539,-8.78591,0.773796,8.81991920471588
21,13,22.7275,273.065,-2.17502,-0.953102,2.3746821730084218
22,13,21.9434,272.912,-3.45531,-0.86959,3.563054022071515
23,13,20.9258,272.863,-2.99611,-0.9837,3.1534648915280474
24,13,20.9629,272.786,-2.03146,-1.53102,2.5437869352601057
1,14,12.334,281.237,-4.99864,-3.52651,6.117407508879885
2,14,14.2656,280.983,-4.40385,-3.88006,5.8693066392973545
3,14,19.6738,280.413,-0.671544,-3.11009,3.1817654143629133
4,14,24.2109,279.822,-5.41115,-1.68648,5.667870774188487
5,14,22.6836,279.378,-6.46993,-1.88701,6.739495600191456
6,14,22.4854,279.177,-6.16406,-1.66904,6.386026166968
7,14,3.61523,279.148,-0.853588,0.0080471,0.8536259306993961
8,14,77.1782,279.978,-0.11404,-1.64413,1.6480802706482474
9,14,167.934,280.897,0.168846,-0.95928,0.9740262266058343
10,14,291.295,282.073,-2.50375,-0.0158768,2.503800338541043
11,14,447.728,283.518,-6.45131,-0.369295,6.461871208336252
12,14,540.003,283.788,-6.91319,1.16997,7.011492407255392
13,14,257.628,282.708,-6.9867,0.663855,7.018167877090502
14,14,155.57,281.797,-8.99789,0.247424,9.001291190039126
15,14,148.133,281.289,-8.08483,0.100684,8.085456907111434
16,14,94.7744,280.558,-6.63933,0.657062,6.67176388376747
17,14,49.5661,280.034,-7.39269,-0.158516,7.3943892755491305
18,14,16.5714,279.428,-6.38504,-0.390675,6.396980753232341
19,14,1.74219,278.928,-7.131,-0.826562,7.178744022448774
20,14,0.0,278.663,-6.74392,1.58483,6.927636183814794
21,14,23.333,278.333,-6.09689,-2.04002,6.429132855409041
22,14,23.7002,278.413,-3.01488,-1.53268,3.382101328582572
23,14,23.252,277.768,-6.3838,-4.68927,7.920994607554029
24,14,23.1367,277.538,-3.61739,-6.49781,7.436870659639039
1,15,21.9131,281.625,-1.74961,-1.00649,2.0184541788705537
2,15,25.8682,281.337,-2.47319,-1.03679,2.6817162937566685
3,15,27.3535,280.994,-2.43912,-2.20921,3.290883650100684
4,15,33.9775,280.402,-1.15626,-1.69185,2.0492178044561298
5,15,34.0029,279.927,-2.7004,-2.26055,3.5216823341266883
6,15,34.9893,279.538,-2.77149,-1.69834,3.25046390161466
7,15,1.47266,279.565,-2.7071,-2.58961,3.74626085078175
8,15,46.6314,280.176,-3.77908,-2.93808,4.786831909812585
9,15,170.012,281.763,-3.29893,-3.04619,4.490235256754372
10,15,322.076,283.676,-4.71078,-2.68385,5.4216693952047645
11,15,468.525,285.269,-4.31459,-1.69449,4.635405400631103
12,15,526.847,286.565,-4.61045,1.60698,4.882482352543632
13,15,478.816,286.926,-5.80116,-1.84542,6.087613023345028
14,15,425.258,286.25,-7.64144,-0.537732,7.660336871014486
15,15,324.68,285.519,-7.37585,-4.50576,8.643207529621165
16,15,149.759,284.176,-7.49382,-4.48161,8.731676035246613
17,15,69.4254,283.102,-8.51281,-3.22834,9.104400762911308
18,15,26.8292,282.214,-9.33914,-3.19878,9.871764251034362
19,15,2.33008,281.426,-6.43471,-3.31045,7.236336917709125
20,15,0.0,280.715,-5.47438,-4.04847,6.808740391974128
21,15,28.4023,280.282,-4.95724,-4.35203,6.596544060225779
22,15,27.8105,279.907,-4.6184,-4.05074,6.14313544597545
23,15,27.2471,279.533,-5.84474,-3.60528,6.867243227525875
24,15,27.0811,279.283,-4.39571,-3.35621,5.530498347183553
1,16,22.4248,281.58,0.908591,-2.38295,2.550291808358604
2,16,26.1641,281.315,-2.70365,-1.63738,3.1608126465989725
3,16,29.8057,281.084,-0.121739,-1.66185,1.6663030356513788
4,16,30.457,280.335,0.701158,-4.45016,4.505057887149065
5,16,30.5576,279.847,-3.62325,-2.68242,4.508139041655658
6,16,32.916,279.498,1.95312,-2.48496,3.1606492902566714
7,16,1.05859,279.152,-3.27351,-2.28492,3.992083056062336
8,16,81.6314,279.821,1.41819,-2.4869,2.862854255127215
9,16,218.23,280.978,0.680565,-1.3333,1.4969494344248906
10,16,404.889,282.776,-5.06039,-0.754646,5.116350021002863
11,16,544.009,283.584,-8.3224,-0.871737,8.3679308766964
12,16,577.206,284.072,-8.98252,-0.28413,8.987012596369274
13,16,658.66,284.821,-8.46327,-3.09884,9.012754764138432
14,16,610.945,284.402,-10.1756,-0.711072,10.200414636140238
15,16,470.649,284.027,-9.97155,1.63584,10.1048395290623
16,16,322.993,282.999,-10.1618,-6.47331,12.048482128305622
17,16,177.222,281.815,-10.5909,-1.18195,10.65664903299813
18,16,60.6222,280.874,-8.88358,-1.75249,9.054789606418252
19,16,5.62891,280.322,-7.14955,-1.20547,7.250463648857223
20,16,0.0,279.748,-7.88063,-0.577766,7.901780985806681
21,16,28.6309,279.402,-5.44943,-1.09861,5.559067480882024
22,16,27.9033,279.402,-3.71898,-5.03951,6.263183957102011
23,16,27.4141,279.197,-5.5049,-1.0003,5.595044602145724
24,16,27.2695,279.197,-5.04903,-0.922617,5.13263344391444
1,17,14.7412,282.091,1.63711,-3.31704,3.6990381876509466
2,17,19.8809,281.643,-4.15971,-3.945,5.732906094128875
3,17,22.3945,280.841,-3.77311,-3.51585,5.157282258573793
4,17,30.208,280.485,-1.56837,-2.94674,3.3381223890834204
5,17,31.2285,280.235,-4.72872,-5.36016,7.1478743738261095
6,17,30.3086,279.841,-3.88574,-4.43369,5.895471343641661
7,17,2.5332,279.623,-4.09578,-4.86402,6.358781673308182
8,17,69.0767,280.194,-4.32791,-4.48983,6.23613489246344
9,17,190.309,281.582,-4.69053,-5.1878,6.993878789405776
10,17,329.279,283.563,-5.18148,-3.86207,6.462454616885135
11,17,506.509,284.938,-5.05971,-3.21207,5.993167690712483
12,17,516.237,286.143,-4.55186,-2.23823,5.072386321298882
13,17,360.222,285.934,-5.83338,-2.14962,6.2168471405367525
14,17,263.789,285.05,-9.07211,-2.23793,9.344062849585292
15,17,85.305,284.184,-6.45007,-2.35,6.864830879555592
16,17,65.6337,283.819,-6.8737,-1.1364,6.9670048550291686
17,17,54.6207,282.887,-8.94055,-2.68928,9.33625520328681
18,17,24.2003,281.758,-4.93143,-3.03374,5.78986875779581
19,17,2.76562,280.989,-6.00014,-3.22451,6.811691769281696
20,17,0.0,280.364,-5.6863,0.303581,5.694398046638556
21,17,25.8457,279.814,-4.6506,-4.26804,6.312229859693007
22,17,25.0889,279.475,-6.00023,-3.07613,6.742798812792801
23,17,24.7812,279.188,-6.01564,-2.03497,6.350513956405419
24,17,25.126,278.976,-4.74728,1.00463,4.852416803542334
1,18,25.9014,283.571,-0.260354,-4.6354,4.642705823689026
2,18,26.709,283.217,-1.47123,-1.91765,2.417002117375986
3,18,34.04,282.82,-2.65592,-0.494858,2.701628302813694
4,18,31.127,281.896,-3.49708,-1.65572,3.8692347104821647
5,18,30.7578,281.681,-2.92989,-1.6585,3.3667310053076704
6,18,32.5322,281.608,-3.47168,1.3627,3.7295459927985872
7,18,3.69141,281.963,-2.93171,-3.23121,4.362985398577446
8,18,45.0064,282.405,-5.47439,-3.07382,6.278321054589355
9,18,105.066,283.192,-4.9874,-2.05498,5.394172926445721
10,18,215.67,284.19,-4.75668,-0.993416,4.859308589856792
11,18,323.743,285.661,-5.51772,1.03256,5.61350284154199
12,18,368.597,286.528,-4.55772,2.81646,5.357728859320897
13,18,333.207,286.664,-4.69959,2.9744,5.561762448010523
14,18,273.977,286.903,-4.09164,4.33385,5.960182355607922
15,18,216.055,286.665,-3.0946,5.15098,6.009088460024532
16,18,108.962,286.875,-3.07634,4.58187,5.51882238276428
17,18,78.9723,285.653,-5.39611,6.34197,8.326979441129899
18,18,32.5792,285.0,-4.25467,4.85542,6.455797408941827
19,18,3.48633,284.225,-4.93959,4.78428,6.876691390959754
20,18,0.0,283.189,-6.47927,2.88464,7.092396468225673
21,18,28.8076,282.789,-8.12424,2.38577,8.467300282291871
22,18,28.0664,282.539,-7.54125,2.34623,7.897800122527792
23,18,27.7646,281.689,-9.78029,2.75116,10.159869774249078
